set,family,n_genes,pc1_frac,method_agreement_min,internal_consistency
complex|PIDDsome complex (human),complex,3,0.37598689795162776,0.5948451833445577,0.0610895541773549
complex|Telosome complex (human),complex,5,0.38149891359188554,0.3108787785602003,0.2013873104523168
complex|Sos1-Abi1-Eps8 complex (mouse),complex,3,0.38334629017004096,0.3007557554307237,-0.0255255742803231
"complex|CD147-gamma-secretase complex (APH-1a, PS-1, PEN-2, NCT variant) (human)",complex,5,0.3819658335716888,0.0388370334191908,0.0139549577339784
complex|Src-dynamin-synapsin complex (mouse),complex,3,0.47223924895440217,0.4947348376077167,0.0924115985323246
complex|PBAF complex (Polybromo- and BAF containing complex) (human),complex,11,0.1707483529455964,0.1154037260038179,0.0343165558235207
complex|Retrotranslocation complex (human),complex,3,0.49816768203871,0.4125564178329058,-0.0910221233669945
complex|Condensin I complex (human),complex,3,0.50414518961659,0.6963171643249461,0.1514203223257676
complex|Condensin I-PARP-1-XRCC1 complex (human),complex,5,0.41104241303414035,-0.2091559154757915,0.0736768191706984
complex|Condensin II (human),complex,5,0.3079066815560336,0.399709791499575,0.0620393220118843
complex|SWAP complex (mouse),complex,3,0.568326245144336,0.7593150123090621,0.3523611607191175
complex|Conserved oligomeric Golgi (COG) complex (human),complex,7,0.3918449237956754,-0.5513017125189418,0.0036767263972835
complex|Cohesin-SA1 complex (human),complex,4,0.4090689426581104,0.5506299314868331,0.008974764858049
complex|Cohesin-SA2 complex (human),complex,4,0.41785547530446177,0.6198142739502002,0.0502907931147695
"complex|Protein-sorting complex (Stam2, Hgs, Eps15) (mouse)",complex,3,0.4263331765268181,-0.645325193979414,-0.0153956193424322
complex|MRN complex (MRE11-RAD50-NBN complex) (human),complex,3,0.422425170403405,0.4631630751356618,0.126882849339582
complex|OGT-TRAK1-TRAK2 complex (human),complex,3,0.4267848163281595,-0.5500229833410695,-0.0718197659945232
complex|26S proteasome (human),complex,20,0.3249286472296668,0.0858507995042696,0.1061702794587534
complex|Wave-2 complex (human),complex,4,0.43796505869885816,0.2893504237425723,0.0013179945377075
complex|Wave-2 complex (Rac-activated) (mouse),complex,4,0.4391739389387644,0.5207951266866515,0.0416538136831509
complex|Wave-2 complex (mouse),complex,3,0.574664043069383,0.4730597536426039,-0.0490424752771735
complex|BAF complex (human),complex,11,0.1777390880267007,-0.2222795724574929,0.0039534547343749
complex|20S proteasome (human),complex,14,0.3517111843765306,0.1546654147405594,0.1362990734195721
complex|PA28-20S proteasome (human),complex,16,0.3115445791962195,0.133810525023183,0.1455185479826678
complex|PA700-20S-PA28 complex (human),complex,34,0.2677052914111134,-0.1746886093189868,0.0806896606843221
complex|PA28gamma-20S proteasome (human),complex,15,0.32874889544306757,0.1066027173931669,0.1299878595678511
"complex|Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7) (human)",complex,4,0.42160132302485437,-0.3835662772212656,0.0274399923513473
"complex|Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7) (human)",complex,5,0.3860789610600065,-0.6962414117464415,-0.0434743373272288
"complex|Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7) (human)",complex,5,0.34955785022994684,-0.1283373008547188,0.0122727051336169
"complex|Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7) (human)",complex,5,0.3878384393419655,-0.6563439134845468,-0.006008296262623
"complex|Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7) (human)",complex,4,0.42160132302485437,-0.3835662772212656,0.0274399923513473
"complex|Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1) (human)",complex,5,0.38329953855181936,0.5997931328166516,-0.027907886049507
complex|CAND1-CUL1-RBX1 complex (human),complex,3,0.4229269312204764,0.255189351425179,0.0945397820133995
complex|CAND1-CUL2-RBX1 complex (human),complex,3,0.4664131296537029,0.579255876886219,0.1636004408798836
complex|CAND1-CUL4A-RBX1 complex (human),complex,3,0.49512775796607394,-0.6871246821531349,-0.0572264434125978
complex|CAND1-CUL4B-RBX1 complex (human),complex,3,0.4395079161493006,0.7972304997024363,0.1446181626637515
complex|NAT complex (human),complex,5,0.34511558614344057,0.19345291650141,0.0432339188882034
complex|Mediator complex (human),complex,28,0.17378503480302432,0.2560776379096429,0.056391146232148
complex|ARC complex (human),complex,16,0.17145386088064776,-0.0668892497517881,0.0613396574522049
complex|HuCHRAC complex (human),complex,4,0.5400087868728195,0.0967450833955688,-0.1176002893499727
complex|SWI-SNF chromatin remodeling-related-BRCA1 complex (human),complex,10,0.20459815181647223,0.076023753787977,-0.0100271010043065
complex|BRCA1-CTIP-ZBRK1 repressor complex (human),complex,3,0.3898985272366886,0.572699429563671,0.084116688854975
complex|BRAFT complex (human),complex,10,0.1766850537823947,-0.1863233154274452,0.0051615777871582
complex|BLM complex III (human),complex,4,0.3069462443371642,0.1261094154192508,-0.0499615763440162
complex|RalBP1-CCNB1-AP2A-NUMB-EPN1 complex (human),complex,4,0.3126529287911276,0.6671945427438518,0.0671859272007013
complex|BCDX2 complex (human),complex,4,0.3751273947860725,-0.2811248946394735,-0.032783000147922
complex|RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex (human),complex,5,0.3338500140327856,-0.1000510398912829,-0.0291013193925815
complex|RAD17-RFC complex (human),complex,5,0.31031161201881213,0.3230321819973183,0.0251030944572522
complex|Dysbindin-pallidin-muted-beta-dystrobrevin complex (mouse),complex,3,0.4463628502773482,0.5010148855552925,0.1643973258578578
complex|RAD17-RFC-9-1-1 checkpoint supercomplex (human),complex,8,0.21795880925086278,-0.1939763991532226,0.0036087891987005
complex|HMGB1-HMGB2-HSC70-ERP60-GAPDH complex (human),complex,3,0.35138873864877185,0.0990269536049686,-0.0093398346880829
complex|SNF2h-cohesin-NuRD complex (human),complex,16,0.31926440659283545,0.6261079390105733,0.0479308500467217
complex|CRSP complex (human),complex,10,0.24735284382151318,0.3294625558766546,0.0618073970648896
complex|PCNA-MSH2-MSH6 complex (human),complex,3,0.5924111792530133,0.8390273799272309,0.3648362214212784
complex|ARC-L complex (human),complex,12,0.20983102531431827,0.3916401432771291,0.0613855622825652
complex|DNA polymerase delta complex (mouse),complex,4,0.4706114911342696,0.6283622435662952,0.2318569990583499
complex|PCNA-DNA ligase complex (mouse),complex,3,0.44357743902419855,-0.343599198650658,0.04575842524344
complex|PCNA-DNA polymerase delta complex (human),complex,5,0.49331656825380255,0.4347974028824466,-0.0191717808011602
complex|VEGF transcriptional complex (human),complex,5,0.3962616165085698,0.2183924841164182,-0.0800000811767379
complex|IRF3-CBP complex (human),complex,3,0.49467824933904786,0.3525631463945173,-0.1030813787778751
complex|PC2 complex (human),complex,10,0.3300761079963376,0.1397112394476949,0.1010412570247944
complex|SMCC complex (human),complex,14,0.23946537508993504,0.617810556723266,0.0427108284772992
complex|INO80 chromatin remodeling complex (human),complex,13,0.207429421144077,-0.045961211476843,0.097606805691197
complex|SRCAP-associated chromatin remodeling complex (human),complex,10,0.32295507873241563,-0.7105641894313134,0.021700315927838
complex|Cell cycle kinase complex CDK2 (human),complex,3,0.5094128365267876,-0.8378097276217578,-0.2077862923156296
complex|Cell cycle kinase complex CDK4 (human),complex,3,0.47529790809438655,0.1202836315225509,-0.1481885861898525
complex|Cell cycle kinase complex CDK5 (human),complex,4,0.5223994796859609,-0.2689794852578541,-0.1095362823940283
"complex|28S ribosomal subunit, mitochondrial (human)",complex,30,0.2398747147547665,0.380246751565523,0.1291797840188693
"complex|55S ribosome, mitochondrial (human)",complex,78,0.256158490272241,0.4765417934607085,0.1090173275004589
"complex|39S ribosomal subunit, mitochondrial (human)",complex,48,0.2841758587109232,0.2881085171000713,0.0925979571979432
complex|p54(nrb)-PSF-matrin3 complex (human),complex,3,0.5686183316216913,0.728572434087778,0.3076079740811694
complex|Spliceosome (human),complex,122,0.22861354261139846,-0.4913803833706746,0.031758446583113
complex|DNA ligase IV-condensin complex (human),complex,3,0.5098272409057645,0.6263182408180467,0.1214823413535951
complex|DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex (human),complex,4,0.41704469738919936,0.8059536614241655,0.2058763840633828
complex|MSH2-MSH6-PMS1-MLH1 complex (human),complex,3,0.4473906575644859,-0.5013680105961406,-0.0449195989508357
complex|PCNA-MutS-alpha-MutL-alpha-DNA complex (human),complex,5,0.39440893830614326,0.6959476759907206,0.0436173436806615
"complex|Respiratory chain complex I, mitochondrial (mouse)",complex,30,0.3985019110705097,0.4544368499096232,0.1825414713604114
complex|MCM complex (human),complex,5,0.316999645582931,0.584631859445828,0.0884561266790056
complex|ORC complex (origin recognition complex) (human),complex,5,0.3874519286561169,0.6683592068092458,0.1197714063058089
"complex|Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1) (human)",complex,3,0.38004435593568225,-0.4107192083183227,-0.0149243432801896
"complex|Ubiquitin E3 ligase (DDB1, CUL4A, RBX1) (human)",complex,3,0.5382162618684324,-0.7789168270484546,-0.2532430106828587
"complex|(ER)-localized multiprotein complex, Ig heavy chains associated (mouse)",complex,8,0.3477436169010893,0.0430216562698421,0.1007452604381689
complex|18S U11/U12 snRNP (human),complex,20,0.33910305992338396,-0.1573760422335741,0.0142213100045629
complex|BASC complex (BRCA1-associated genome surveillance complex) (human),complex,12,0.18450458930637942,0.1391427642731653,0.0237194533574863
complex|GCN5-TRRAP histone acetyltransferase complex (human),complex,10,0.24591741114123675,0.1645614832613566,-0.037144190331189
"complex|Succinate dehydrogenase complex II (EC 1.3.5.1), mitochondrial (mouse)",complex,4,0.7164652031740695,-0.4145690230273056,-0.0304234629635642
complex|TFTC-type histone acetyl transferase complex (human),complex,10,0.21798650314859794,0.6021353569825041,0.0855281719359389
complex|BP-SMAD complex (human),complex,6,0.3372599639194894,-0.3649510604755147,-0.0279002644557731
"complex|Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN) (human)",complex,4,0.4308681811338958,-0.1151013290003989,-0.0022952722667792
"complex|Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN) (human)",complex,4,0.4556402023259557,0.8471324718027612,0.2625104627795637
"complex|Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN) (human)",complex,4,0.4485219525671192,0.7566235458387187,0.2578646729659815
complex|TFIID-beta complex (human),complex,11,0.21275282135019485,0.4834378488116939,0.0325809725661984
complex|TFTC complex (TATA-binding protein-free TAF-II-containing complex) (human),complex,16,0.20261499354653367,0.2235458540334015,0.0129977036002785
complex|STAGA complex (SPT3-TAF9-GCN5 acetyltransferase complex) (human),complex,10,0.2537454892489958,0.2262457335690746,0.0005136382932921
complex|PCAF complex (human),complex,9,0.26205534006888925,-0.0353247937515958,-0.0407116373768969
complex|STAGA core complex (SPT3-TAF9-GCN5 acetyltransferase complex) (human),complex,3,0.41731252957361004,-0.7473353663678753,-0.1201357094666508
complex|TIF-IB complex (mouse),complex,3,0.4252236686239911,0.2627607658403831,0.0620726946708374
complex|cRET-Shc-Grb2-Gab2-P85PI3K-Shp2 complex (mouse),complex,5,0.3445561828683075,0.3925744730953346,-0.0075884014676753
"complex|TFIID complex, B-cell specific (human)",complex,10,0.19509721408874303,0.3070844702317725,0.0089773053892935
complex|WIP-WASp-actin-myosin-IIa complex (human),complex,6,0.35980997177060625,-0.3907133748914309,-0.0044817677046464
complex|DA complex (human),complex,13,0.18046365188523736,0.3915339083407864,0.0280243954830765
complex|DAB complex (human),complex,14,0.18745130254267026,0.5017055599740238,0.0424778542127634
"complex|Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial (mouse)",complex,6,0.5558087799361126,-0.3616918078306629,0.0279688137011902
complex|TFIID complex (mouse),complex,8,0.24019553617066033,0.4325280710946359,0.0621693497511353
complex|TFIID complex (human),complex,11,0.1997132561363755,0.1312614323906008,0.0080404821012672
complex|KCNQ1 macromolecular complex (human),complex,7,0.2277526392495637,0.2334807260355325,0.020074234194116
complex|Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex (human),complex,3,0.48238110281302415,-0.7193782654743981,-0.1196085116515677
complex|TIP60 histone acetylase complex (human),complex,5,0.2854641204186773,0.4852661283576172,0.0025176965288827
complex|NuA4/Tip60 HAT complex (human),complex,15,0.24409988884116976,-0.4064652472510905,0.0353081958611718
complex|IMP3-IMP4-MPP10 complex (human),complex,3,0.5656083644812462,0.628879411402192,0.3384055265123227
complex|TRAP complex (human),complex,14,0.2005973458264267,0.1602334101806453,0.0314794172069231
complex|Mediator complex (mouse),complex,12,0.22660619305599156,0.3560495031488853,0.0181600767554756
"complex|Cytochrome c oxidase (EC 1.9.3.1), mitochondrial (mouse)",complex,8,0.4380478558782148,-0.0162523033962328,0.1914090464903044
complex|DRIP complex (human),complex,14,0.2125818014038431,-0.1086724902244487,0.0824718786533248
complex|TRP1-G alpha-11-IP3R3-CAV1 signaling complex (human),complex,3,0.4171174288038952,-0.0901066972900018,-0.0519364259866581
complex|Decapping complex (human),complex,4,0.39335519627649274,0.7730136674965996,0.1310418042161395
complex|LSm1-7 complex (human),complex,7,0.4270161537594165,-0.4143374548626695,0.0588029472052266
complex|LSm2-8 complex (human),complex,6,0.49226871674315487,-0.4323485679731527,0.0164781562417696
"complex|F1F0-ATP synthase (EC 3.6.3.14), mitochondrial (human)",complex,14,0.3721610096956688,0.476869170504402,0.1391082197126617
complex|p300-CBP-p270-SWI/SNF complex (human),complex,7,0.2751492662491422,0.3233256023132055,0.0380123605113052
complex|p300-CBP-p270 complex (human),complex,3,0.4411365329595534,0.5521723997944133,0.1569313208718021
complex|PYR complex (mouse),complex,9,0.2669149050126209,-0.1968638699007049,0.0029114638390704
complex|ABIN2-NFKB1-MAP3K8 complex (human),complex,3,0.40166015259954696,-0.7767375487368317,-0.1280175197439866
complex|Epo-R-PLC-gamma 1-IP(3)R type II-TRPC2 signaling complex (mouse),complex,3,0.40636859781502854,0.0922851605440409,-0.0629967565383353
complex|Ikaros complex (mouse),complex,10,0.21165834197625902,0.3679469860010995,-0.0066828599226235
complex|Ikaros-NuRD complex (mouse),complex,5,0.3415843391456963,0.4012322628827483,-0.033820393761297
complex|Mi2/NuRD-BCL6-MTA3 complex (human),complex,5,0.2814460345194132,0.3821450436201939,0.0586888874457469
complex|NuRD.1 complex (human),complex,8,0.3289697241236512,-0.6505196678262709,-0.0318671848061886
"complex|TIM (TIMM17ab, TIMM23, TIMM44) complex, mitochondrial (human)",complex,4,0.30825482624336287,0.4806580481487528,0.0579689850743037
complex|MSL complex (human),complex,4,0.6041951142505717,-0.7396632912856169,-0.1888427985409834
complex|CTF18-CTF8-DCC1-RFC3 complex (human),complex,4,0.30999177353030627,0.5172757627907479,-0.0069243757508848
complex|NRD complex (Nucleosome remodeling and deacetylation complex) (human),complex,6,0.3221564013286918,0.4420922605743895,-0.0346120473494893
"complex|Ubiquitin E3 ligase (SKP1A, SKP2, CUL1) (human)",complex,3,0.4096753452883799,0.6346695223153743,0.0819028188171286
complex|CoREST-HDAC complex (human),complex,5,0.4498453275142628,-0.8010413686088633,0.0046828154257449
"complex|Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2) (human)",complex,4,0.3979714318601749,0.6575004600015152,0.0449818344499645
complex|LSD1 complex (human),complex,11,0.2096608496209708,0.1762752865538851,0.0428055763007219
complex|MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex) (human),complex,4,0.36542447331898076,0.6792130037246222,0.1506816140100226
complex|BLM-TRF2 complex (human),complex,3,0.39100338417629404,0.3713279116010189,0.0863544609323419
complex|Anti-HDAC2 complex (human),complex,16,0.21525431524499622,-0.0873784667331656,0.0029877549400554
complex|anti-BHC110 complex (human),complex,9,0.2801497496087079,-0.2103764235534946,0.0080663370289794
complex|XFIM complex (human),complex,4,0.39910214369459013,-0.7148910147551545,-0.1656447417316982
complex|BHC complex (human),complex,4,0.47217451045919256,-0.4038766147962836,0.0281369848434009
complex|RANBPM-Muskelin-TWA1-HSMpp8 complex (human),complex,4,0.3134900952031325,0.6521563246197227,0.0249952195920958
complex|CtBP complex (human),complex,14,0.2351990307183344,0.4952565726098862,0.0031270439142959
complex|HDAC1-associated protein complex (human),complex,7,0.2904647719957531,-0.0200357718825426,-0.0408376331234077
complex|HPFH(-198) complex (mouse),complex,4,0.3260756622861663,0.5644209587108711,0.0843717191068393
complex|HDAC1-associated core complex cII (human),complex,9,0.2774843834616631,-0.6160133239370522,-0.0361765260324778
complex|HDAC2-asscociated core complex (human),complex,8,0.28411295386517105,0.1978858871535106,-0.0139100206111603
complex|AP3-BLOC1 complex (human),complex,12,0.20036487115898585,0.3923938286370238,0.0246623539679681
complex|BLOC1-BLOC2 complex (human),complex,10,0.23117815442699066,0.3544346697847766,0.0297967033826046
"complex|Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A) (human)",complex,4,0.42861201055569725,0.3149392171239004,0.1611585995028375
complex|Presenilin-TMP21 complex (mouse),complex,4,0.4308681811338958,-0.1151013290003989,-0.0022952722667792
complex|Metallothionein-3 complex (mouse),complex,4,0.33087412058081644,0.1675197555497098,0.0657182066795827
complex|Tis7-Sin3-Hdac1-Ncor1-Sap30 complex (mouse),complex,4,0.4214173944884119,0.3216804125943003,0.0140769483319083
complex|MeCP1 complex (human),complex,9,0.29900235973710665,0.4092011126624887,-0.0381749018964088
complex|Apg16L-Apg12-Apg5 complex (mouse),complex,3,0.4845050562230504,-0.845008596351011,-0.2174594026113654
complex|BRMS1-SIN3-HDAC complex (human),complex,8,0.4069699641108355,0.3854339167234903,-0.0421713153878624
"complex|SNARE complex (RINT1, ZW10, p31) (human)",complex,3,0.43192707105122835,0.7425723653143558,0.1448188495993478
complex|BRG1-SIN3A complex (human),complex,14,0.17311878329725952,-0.1123305760114509,0.0228465982070229
complex|BRM-SIN3A complex (human),complex,15,0.19627450501180993,-0.1540094442531849,0.0149268558935084
complex|PU.1-SIN3A-HDAC complex (human),complex,3,0.4419357772029978,0.176594581723328,-0.0716150202220273
complex|P2X7 receptor signalling complex (human),complex,9,0.19367840762439945,-0.1029695040130005,0.0243064951011341
complex|DDB2 complex (human),complex,13,0.4006590679586178,-0.6091624184173784,-0.017981410665763
complex|CSA complex (human),complex,13,0.37378097880293487,-0.2936699013364401,0.002667141515893
complex|CSA-POLIIa complex (human),complex,14,0.34961612406262255,-0.3392700587719583,-0.0112287499817129
"complex|Ubiquitin E3 ligase (FBXO31, SKP1A, CUL1, RBX1) (human)",complex,4,0.32680970093311945,-0.1840132805509452,-0.0430455437578696
"complex|SNARE complex (STX4, SNAP23, VAMP1) (human)",complex,3,0.4174461077636252,-0.7282777851300923,-0.1504155347021535
"complex|SNARE complex (STX4, SNAP23, VAMP2) (human)",complex,3,0.3851198152174361,0.0186395319890465,-0.1073891576740881
complex|SIN3 complex (human),complex,7,0.4160922545356154,0.5333257568377873,0.0042109466444628
"complex|SNARE complex (STX4, VAMP1, VAMP7) (human)",complex,3,0.40476419303829947,-0.7608968448567264,-0.1311676281600299
"complex|SNARE complex (Vti1b, Stx6, Stx7) (mouse)",complex,3,0.6122620430856119,0.6984189477330044,0.1185676454777342
complex|SIN3-ING1b complex I (human),complex,9,0.35731461173984735,0.6057354071284,0.0093866240578988
complex|SIN3-ING1b complex II (human),complex,16,0.23789990398243113,0.1567644575770367,0.0064731571076547
complex|NCOR-HDAC3 complex (human),complex,5,0.3325165286205517,0.3015916181665534,0.1614348259029559
complex|SIN3-SAP25 complex (human),complex,9,0.3542184877359501,0.2213189055211005,-0.0078716256032634
complex|NCOR-SIN3-RPD3 complex (human),complex,4,0.42902695793460804,-0.3410098626744852,0.0166139468851583
complex|NCOR-SIN3-HDAC1 complex (human),complex,3,0.40777544231818913,-0.6440389259211242,-0.0420053540568525
complex|MeCP2-SIN3A-HDAC complex (human),complex,4,0.3505214526313133,-0.4359942932585107,-0.0662059435803631
complex|UTM-SGCE-DAG1-CAV1-NOS3 complex (human),complex,3,0.4054374214483851,0.6162636170299319,0.0800492832995998
complex|Exon junction complex (F4A3-MLN51-UPF3B-MAGOH-Y14-PYM) (human),complex,5,0.37285877378283494,0.2075370354248552,0.100936238378197
"complex|Apoptosis- and splicing-associated protein complex (ASAP-S), SAP18-RNPS1-Acinus-S (human)",complex,3,0.47817256703526767,0.6262078044326096,0.1082158074559932
complex|TREX complex (human),complex,8,0.25497354717598153,-0.0849494556252333,-0.0294837294758147
complex|THO complex (human),complex,5,0.3970104689000415,0.0766404668214665,-0.0947248649760257
complex|LARC complex (LCR-associated remodeling complex) (human),complex,19,0.1639037993921599,-0.094794844328337,0.0211252175077684
complex|URI complex (Unconventional prefoldin RPB5 Interactor) (human),complex,8,0.2038198724619241,0.1384335376622261,0.036683139746141
complex|SMG-1-Upf1-eRF1-eRF3 complex (SURF) (human),complex,5,0.2883455332200057,0.323164026786998,0.0577902609561538
complex|Exon junction complex (human),complex,7,0.22490011493794387,0.1581811023553758,0.0343827939332371
complex|MR-UBC9-SRC1 complex (human),complex,3,0.38678797185666897,0.5917561926372401,0.0738518903356387
complex|NuA4/Tip60-HAT complex B (human),complex,7,0.26286784540854174,0.4221116337630131,0.0233544830948798
complex|Exosome (human),complex,11,0.2778857917839724,0.2895873851264484,0.0201622108017211
"complex|SNARE complex (STX11, VAMP2, SNAP23) (human)",complex,3,0.3832171357353952,0.311087690056691,0.0455054244100255
complex|NuA4/Tip60-HAT complex A (human),complex,13,0.2665819958402339,0.2238705609853773,0.009390795640268
complex|DMAP1-associated complex (human),complex,10,0.2711484500301105,-0.0027045383208321,0.0898970438438568
complex|BRM-SIN3A-HDAC complex (human),complex,12,0.19108790939464748,-0.0409286763544647,0.028536206301086
complex|eRF1-eRF3-GTP-Mg(2+) complex (human),complex,3,0.42927775236850785,0.5214172572888967,0.1407090517474646
complex|FCP1-associated protein complex (human),complex,7,0.25720648287960923,0.5530206427369166,0.085459197479037
"complex|Upf complex (UPF1, UPF2, UPF3a) (human)",complex,3,0.3528856678754115,0.0865320480304776,0.0226054666219292
"complex|Upf complex (UPF1, UPF2, UPF3b) (human)",complex,3,0.5001566277880953,0.2167053273275286,0.1922337312797422
complex|Postsplicing complex (human),complex,6,0.3343010206207082,0.4115863950056386,0.147502552557428
complex|MRIP-MBS-RHOA complex (human),complex,3,0.6271960009623297,-0.3525223973205829,-0.0476069999603135
complex|20S methylosome-SmD complex (human),complex,3,0.39250632148452375,0.4968285059393568,0.0830068224538466
"complex|mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN) (human)",complex,10,0.23544773884269662,0.1800843767121044,0.0410110592782606
complex|JBP1-pICln complex (human),complex,3,0.4961809663582908,0.5095885203405608,0.2221581827955825
complex|Anti-Sm protein complex (human),complex,6,0.3066238964876766,0.1490583817522804,0.0736268503786444
complex|20S methylosome and RG-containing Sm protein complex (human),complex,5,0.38845852127154706,0.3742710867750251,0.1718093483131473
complex|6S methyltransferase and RG-containing Sm proteins complex (human),complex,5,0.5093536169716324,0.3874379446435093,0.3078261140154343
"complex|RICH1/AMOT polarity complex, Flag-Rich1 precipitated (human)",complex,8,0.28239419375759583,-0.7118734073275461,0.0167444900322696
"complex|RICH1/AMOT polarity complex, Flag-Amot precipitated (human)",complex,5,0.32979375422344787,-0.2698229191133857,-0.0241222088731586
"complex|SNARE complex (Stx4, Stx6, Stx7, Vamp3, Vamp7, Vamp8, Vti1b) (mouse)",complex,5,0.4371588577866516,0.135156169935941,-0.0774113550021105
complex|DNMT1-G9a-PCNA complex (human),complex,3,0.4303096653422225,0.2468435778376681,-0.0835123731387977
complex|TRAP-SMCC mediator complex (human),complex,9,0.21006719656113948,0.6139286553920643,0.0562480006470086
"complex|SNARE complex (VAMP3, VAMP4, VAMP8, STX6) (human)",complex,4,0.32288700282305965,-0.4839066899197666,-0.0666282881088706
