通過セット数,評価セット数,通過率(%),細胞種マーカー数,反応経路数,その他数,Jaccard中央値,Jaccard最大,合計遺伝子数,重複除去後,実質割合(%),接種直前_絶対相関_中央値,残り_絶対相関_中央値,残りのセット数,MannWhitney_p,7日前_絶対相関_中央値,接種直前_z_中央値,7日前_z_中央値,接種直前_z2超え,7日前_z2超え,符号一致,減衰倍率,非マーカー通過セット数,非マーカーの組成相関の絶対値の最小
17,2093,0.81,14,2,1,0.157,0.778,2186,832,38.1,0.392,0.146,2076,4.465672065072576e-09,0.059,3.19,-0.34,14,0,17,6.7,3,0.657
