jaccard_threshold,n_clusters,n_sets,reduction_pct,pass_any_pct,pass_rep_pct,set_level_pct
0.9,2029,2195,7.5626423690205,4.632824051256777,4.534253326761951,4.555808656036446
0.75,1843,2195,16.03644646924829,4.991861096039067,4.937601736299511,4.555808656036446
0.5,1423,2195,35.170842824601365,6.043569922698524,5.832747716092762,4.555808656036446
0.25,965,2195,56.03644646924829,7.875647668393783,7.461139896373056,4.555808656036446
